Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Quantitative Analyst,$79K - $136K (Glassdoor est.),"As a Quantitative Analyst you will have accountability for managing one or more key aspects of functions to support derivative portfolio managers and/or strategists in hedging capital market risk exposures of Variable Annuity liabilities and/or other risk exposures.
Specific responsibilities are as follows:
Monitor derivative portfolios which include listed and OTC interest-rate and equity derivatives (e.g., futures, total-return swaps, interest-rate swaps, options and swaptions, and variance swaps)
Research innovative trade ideas/hedging strategies and/or explain portfolio P&L performance and insights through clear risk reporting
Build quantitative/analytical tools to support portfolio management and/or hedge strategy development and/or risk reporting by leveraging financial engineering, capital markets, and product knowledge
Participate in various quantitative projects as needed to help support overall Hedging/Risk teams goals & objectives
Key Qualifications:

Bachelor’s degree in Financial Mathematics (or related field); strong preference toward advanced degree (Master’s or PhD in a Quantitative field)
Advanced knowledge of Financial Mathematics with solid understanding of Derivative Pricing Theory, and their applications
Minimum of 1 - 3 years of progressive professional experience in the financial services industry
Experience in developing derivative trading strategies and/or developing risk reports which explain key drivers of P&L
Knowledge of equity & rate derivative instruments from both theoretical and practical perspective
Strong computer programming skills in Python based environment linked to excel/VBA models
Superior quantitative/analytic reasoning and problem-solving abilities
Ability to work under pressure and in a fast-paced work environment",4.9,"Venerable
4.9","West Chester, PA",-1,201 to 500 Employees,2018,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1
Corporate Analytics Manager (South of Milwaukee),$79K - $136K (Glassdoor est.),"Corporate Analytics Manager
Corporate Headquarters
12575 Uline Drive, Pleasant Prairie, WI 53158

Uline's Corporate Operations team analyzes results and seeks opportunities to improve operations and optimize performance - all to ensure we stay true to our company motto of Speed, Passion and Operational Excellence.

Better together than apart. This position is on-site, and we are looking for good people who share our passion.

Uline is proud to operate as a drug-free workplace. All new hires must complete a pre-employment drug screening.

Position Responsibilities
Develop a skilled corporate analytics team able to consult with and support Uline's departmental analytics teams.
Discover process improvement opportunities, promote best practices and provide training.
Ensure projects are prioritized and project goals and target dates are met.
Provide formal instruction in technical skills to the business, developing other instructors to share in the training.
Provide data-driven, actionable solutions and recommendations for insightful decision-making.
Build coalitions with key departmental leaders, investing time to understand their processes and opportunities for improvement.
Facilitate knowledge sharing and networking among members of the greater analytics community and strengthen their communication links with Uline's IT department.
Oversee Data Stewards Steering Team and planning process including quarterly forums and networking luncheons.

Minimum Requirements
Bachelor's degree in analytics-related field.
5+ years’ experience in analytics field.
3+ years’ experience in managing analytics groups.
Experience with project management and formal training environments strongly preferred.
Proficient in database concepts, SQL, VBA and BI Tools.
Familiarity with Python and / or R preferred.

Benefits
Complete insurance coverage that includes medical, dental, vision and life insurance, Flexible Spending Accounts and wellness programs.
401(k) with 5% employer match.
Paid holidays and generous paid time off.
Bonus programs that include annual performance, sales goals and profit sharing.
Scholarship program for children of employees.

Employee Perks
On-site café with executive chefs and seasonal dinner-to-go options.
First-class fitness center with complimentary personal trainers.
Over four miles of beautifully maintained walking trails.
Numerous employee appreciation events throughout the year.
Professional development classes and monthly in-house speakers.

About Uline

Uline is the leading distributor of shipping, industrial and packaging materials to businesses throughout North America. We're a family-owned company whose incredible service, huge inventory and quality products fuel our ongoing expansion and growth. We offer same-day shipping on over 37,500 products in our 812-page catalog and on our state-of-the-art e-commerce website.

Uline provides the essential supplies needed to keep organizations operational and productive. To protect the health and safety of our employees, we have modified our normal operating policies in response to COVID-19.

Each resume submitted gets individually reviewed by our team and retained for 24 months in case a great opportunity opens for you to join our Uline family.

EEO/AA Employer/Vet/Disabled

#LI-JF1
#CORP",3.6,"Uline
3.6","Milwaukee, WI",-1,5001 to 10000 Employees,1980,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,-1
Business Intelligence Analyst,$79K - $136K (Glassdoor est.),"Purpose of the Position:
Responsible for providing analytic support across the organization to enable better data-driven decision making and planning by senior management. As part of the ‘Business Intelligence’ function, the Analyst will assist with:
Establishing an enterprise-wide approach to data management.
Improving information accessibility and horizontal information sharing across the organization.
Creating a unified and integrated view of our core data aligned with main institutional objectives.
Streamlining manual report generation through a combination of automation and outsourcing/offshoring.
Primary Duties and Responsibilities
Play key role in cross-functional reporting and analytics efforts across multiple business units.
Identify reporting needs and create/improve daily, weekly and monthly reports.
Assemble and summarize data, make presentations of findings, and provide recommendations for cost savings and process improvement to senior management.
Conduct trending, forecasting, predictive modeling to identify patterns and get to the root causes.
Develop and maintain reports and metrics to track employee performance management.
Document and update existing standard operating procedures, process maps and org charts.
Standardize cross-departmental data definitions, KPIs, and calculations.
Share knowledge, expertise and best practices with new and existing analysts throughout the company.
Demonstrates knowledge of, and carefully follows all applicable federal and state compliance requirements and regulations including those prescribed by the Department of Education, accrediting agencies, CIE, and internal UMA policies and procedures.
Effectively communicates compliance requirements to students and other staff as appropriate and quickly escalates any compliance concerns to the Compliance department.
Skills & Core Attributes Required:
Ability to synthesize large amounts of data into snapshots appropriate for senior management use.
Ability to analyze data and understand business needs to recommend additional or improved ways to view the business.
Experience with creating dashboards using BI Tools (i.e. PowerBI or Tableau)
Ability to work with SQL databases (i.e. T-SQL)
Detail and deadline oriented, flexible to rapid change.
Strong operational, organizational, analytical, and technical skills.
Analytical thinker/mind-set with proven ability to solve complex problems.
Excellent written and verbal communication skills, specifically an ability to communicate effectively with senior management.
Proven experience with MS office suite including Word, Excel, PowerPoint, Access
Advanced Excel (formulas, Pivot Tables, Charting/Visualizations, Reporting and Dashboard building experience, VBA a plus)
Demonstrated ability to learn new computer systems.
Experience with financial and operational modeling.
Forecasting and statistical modeling (i.e. R, SAS, SPSS)
Education/Experience Required:
Minimum of Bachelors degree in Business, Economics, Math, Accounting or Finance.
Minimum of 1-3 years of experience in business, process, and operations initiatives. Advanced math and statistical skills.
Education Industry and call center experience a plus.",4.1,"UMA Education
4.1","Tampa, FL",-1,1001 to 5000 Employees,1994,Nonprofit Organization,Education Training Services,Education,Unknown / Non-Applicable,-1
Azure Data Scientist,$79K - $136K (Glassdoor est.),"Immediate need for a talented Azure Data Scientist with experience in the Consulting Services Industry. This is a 06+ Months contract opportunity with long-term potential and is located in San Francisco, CA. Please review the job description below.

Job ID: 20-41351

Key Responsibilities and Technology Experience:
Strong experience with Azure including Data Lakes and Data Facories
Excellent data visualization and written communication skills to translate complex models and analysis results into layman terms.
2-4+ years of experience performing data analysis; or 2+ years of experience performing data analysis and a Master's degree or PhD in statistics, math, physical sciences, or another quantitative discipline, economics, quantitative social sciences, political science
Expertise working with SQL, a scripting language (Python, Scala, and/or R), and distributed computing (Spark).
Our client is a leading Consulting Services Industry and we are currently interviewing to fill this and other similar contract positions. If you are interested in this position, please apply online for immediate consideration.",3.6,"Pyramid Consulting, Inc
3.6","San Francisco, CA",-1,1001 to 5000 Employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
Data Scientist,$100K - $161K (Glassdoor est.),"Grammarly is continuing to grow our team during the COVID-19 pandemic, conducting fully remote hiring and onboarding processes. All Grammarly team members can work remotely until August 2021. Read more about how we're supporting our team and communities.

The opportunity


Grammarly empowers people to thrive and connect, whenever and wherever they communicate. 30 million people around the world use our AI-powered writing assistant every day. All of this begins with our team collaborating in a values-driven and learning-oriented environment.

We're looking for a Data Scientist to help us drive decision-making, find bigger opportunities, and improve our product. As a consumer internet company, we produce huge amounts of data, and in this role, you will have outsize opportunities to develop the insights to make it actionable. You will have broad impact and exposure across Grammarly, working with team members from our Product, Research, Marketing, Engineering, and Finance teams.

Grammarly's engineers and researchers have the freedom to innovate and uncover breakthroughs—and, in turn, influence our product roadmap. The complexity of our technical challenges is growing rapidly as we scale our interfaces, algorithms, and infrastructure. Read more about our stack or hear from our team on our technical blog.

Your impact


As a Data Scientist at Grammarly, you will help our team make better decisions by advocating for data-driven approaches across the organization. Your analysis will contribute to our strategy across the business in areas such as user acquisition, engagement, retention, and more.
Within your first month, you will start developing a good understanding of the overall data-processing pipeline, understand a subset of Grammarly's key metrics, and complete at least two small data reports to present to relevant business owners.
By month three, you will become an expert user of our analytical tools, start contributing to the Data Science team's projects, understand all of Grammarly's key metrics, and independently work on small-to-medium-complexity data projects (including A/B tests, channel analysis, and user engagement).
By month six, you will start working independently on complex data projects, such as user segmentation, short- and long-term user-engagement analysis, and lifetime value projections.
By year one, you will become the go-to person and subject-matter expert for a few of Grammarly's key metrics, own and drive projects independently with minimal supervision, and along with our other Data Scientists, ensure ""data science excellence"" at Grammarly (dashboards, high-quality reports, empowered teams, etc.).
We're looking for someone who
Embodies our EAGER values—is ethical, adaptable, gritty, empathetic, and remarkable.
Holds a PhD in a quantitative field or a masters in a quantitative field and has at least 3 years of experience working as a data scientist.
Has experience in data analysis, A/B testing, retention tracking, etc. (consumer product experience is preferred).
Is proficient in data mining and statistics.
Has experience with SQL as well as experience programming in Python, R, Scala, or an equivalent language.
Has strong analytical and critical thinking skills as well as a strong bias toward actionable insights; loves finding insights and getting others to act on them.
Is a self-starter with superior organizational and prioritization skills.
Support for you, professionally and personally
Professional growth: We hire people we trust, and we give team members autonomy to do their best work. We also support professional development with training, coaching, and regular feedback.
A connected team: Grammarly builds products that help people connect, and we apply this mindset to our own team. We have a highly collaborative culture supported by our EAGER values. We also take time to celebrate our colleagues and accomplishments with global, local, and team-specific events and programs.
Comprehensive benefits: Grammarly offers all team members competitive pay along with a benefits package that includes superior health care. We also offer ample and defined time off, catered lunches, gym and recreation stipends, admission discounts, and more.
We encourage you to apply


At Grammarly, we value our differences, and we encourage all—especially those whose identities are traditionally underrepresented in tech organizations—to apply. We do not discriminate on the basis of race, religion, color, gender expression or identity, sexual orientation, national origin, citizenship, age, marital status, veteran status, disability status, or any other characteristic protected by law. Grammarly will consider qualified applicants with criminal histories in a manner consistent with the San Francisco Fair Chance Ordinance. Grammarly is an equal opportunity employer and participant in the U.S. Federal E-Verify program.",5.0,"Grammarly
5.0","San Francisco, CA",-1,201 to 500 Employees,2009,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,$100K - $161K (Glassdoor est.),"Job Summary
NSA is in search of Computer Science professionals to solve complex problems, test innovative approaches and research new solutions to storing, manipulating, and presenting information. We are looking for you to apply your computer science expertise to projects that seek to create new standards for the transformation of information. If you want to develop technologies and tools and be a part of cutting edge innovations ' join our team of experts! Help protect national security interests as part of the world's most advanced team of computer science professionals!
Qualifications
Candidates for the NSA's Data Scientist roles are asked to complete a data science examination evaluating their knowledge of statistics, mathematics, and computer science topics that pertain to data science work. Passing this examination is a requirement in order to be considered for selection into a data scientist position. Salary Range: $72,351 - $90,157 (Entry/Developmental) *The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position. Entry is with a Bachelor's degree and no experience. An Associate's degree plus 2 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position. Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g. physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, and life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count. Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university. Relevant experience must be in designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, and/or software engineering. Experience in more than one area is strongly preferred.
Salary Range: $83,692 - $112,240 (Full Performance) *The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position. Entry is with a Bachelor's degree plus 3 years of relevant experience or a Master's degree plus 1 year of relevant experience or a Doctoral degree and no experience. An Associate's degree plus 5 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position. Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g. physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, and life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count. Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university. Relevant experience must be in two or more of the following: designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, or software engineering. Salary Range: $102,663 - $157,709 (Senior) *The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position. Entry is with a Bachelor's degree plus 6 years of relevant experience or a Master's degree plus 4 years of relevant experience or a Doctoral degree plus 2 years of relevant experience. An Associate's degree plus 8 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position. Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g., physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count. Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university. Relevant experience must be in two or more of the following: designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, or software engineering. Salary Range: $142,701 - $170,800 (Expert) *The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position. Entry is with a Bachelor's degree plus 9 years of relevant experience or a Master's degree plus 7 years of relevant experience or a Doctoral degree plus 5 years of relevant experience. An Associate's degree plus 11 years of relevant experience may be considered for individuals with in-depth experience that is clearly related to the position. Degree must be in Mathematics, Applied Mathematics, Statistics, Applied Statistics, Machine Learning, Data Science, Operations Research, or Computer Science. A degree in a related field (e.g., Computer Information Systems, Engineering), a degree in the physical/hard sciences (e.g., physics, chemistry, biology, astronomy), or other science disciplines (i.e., behavioral, social, life) may be considered if it includes a concentration of coursework (typically 5 or more courses) in advanced mathematics (typically 200 level or higher; such as calculus, differential equations, discrete mathematics) and/or computer science (e.g., algorithms, programming, data structures, data mining, artificial intelligence). College-level Algebra or other math courses intended to meet a basic college level requirement, or upper level math courses designated as elementary or basic do not count. Note: A broader range of degrees will be considered if accompanied by a Certificate in Data Science from an accredited college/university. Relevant experience must be in two or more of the following: designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial intelligence, or software engineering.
Competencies
The ideal candidate is someone with a desire for continual learning and strong problem-solving, analytic and interpersonal skills. You might be a great fit for our team if any of the following describe you: - Completed a degree program in the fields of mathematics, statistics, computer science, computational sciences, or a passion for rigorous analysis of data - Tenacity, integrity, persistence, and willingness to learn - Ability to solve complex problems - Use critical thinking and reasoning to make analytic determinations - Works effectively in a collaborative environment - Strong communications skills to both technical and non-technical audiences - The desire to serve over 300 million fellow Americans and make a difference in world events
Pay, Benefits, & Work Schedule
On the job training, internal NSA courses, and external training will be made available based on the need and experience of the selectee. Monday - Friday, with basic 8 hr/day requirements between 0800 to 1800 (flexible)
How to apply
To apply for this position, please click the 'Apply' button located at the top right of this posting. After completing the application for the first time, or reviewing previously entered information, and clicking the 'Submit' button, you will receive a confirmation email. Please ensure your spam filters are configured to accept emails from noreply@intelligencecareers.gov. ***PLEASE NOTE: U.S. Citizenship is required for all applicants. Reasonable accommodations provided to applicants with disabilities during the application and hiring process where appropriate. NSA is an equal opportunity employer and abides by applicable employment laws and regulations. All applicants and employees are subject to random drug testing in accordance with Executive Order 12564. Employment is contingent upon successful completion of a security background investigation and polygraph. This position is a Defense Civilian Intelligence Personnel System (DCIPS) position in the Excepted Service under 10 U.S.C. 1601. DoD Components with DCIPS positions apply Veterans' Preference to eligible candidates as defined by Section 2108 of Title 5 USC, in accordance with the procedures provided in DoD Instruction 1400.25, Volume 2005, DCIPS Employment and Placement. If you are a veteran claiming veterans' preference, as defined by Section 2108 of Title 5 U.S.C., you may be asked to submit documents verifying your eligibility. Please note that you may be asked a series of questions depending on the position you apply for. Your responses will be used as part of the screening process of your application and will assist in determining your eligibility for the position. Be sure to elaborate on experiences in your resume. Failure to provide the required information or providing inaccurate information will result in your application not being considered for this position. Only those applicants who meet the qualifications for the position will be contacted to begin employment processing. Please Note: Job Posting could close earlier than the closing date due to sufficient number of applicants or position no longer available. We encourage you to apply as soon as possible.
DCIPS Disclaimer
The National Security Agency (NSA) is part of the DoD Intelligence Community Defense Civilian Intelligence Personnel System (DCIPS). All positions in the NSA are in the Excepted Services under 10 United States Codes (USC) 1601 appointment authority.
arrow_upward
Back to Top",4.0,"National Security Agency
4.0","Fort Meade, MD",-1,Unknown,-1,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1
Senior Marketing Data Scientist,$100K - $161K (Glassdoor est.),"National Funding is continuing to grow its Analytics Department and has an exciting opportunity as a Senior Data Scientist. This high-profile role is at the center of activity for the company and is a major driver and contributor to National Funding's core strategy and growth. We are looking for a data-driven individual with excellent analytical skills and experience to work alongside business stakeholders primarily on our Direct Marketing team to deliver insights and make recommendations.
Senior Data Scientist Major Responsibilities
Provides analytic support and strategic thought partnership to Direct Marketing team
The ideal candidate will have the ability to tell stories with the data, communicate effectively and instill confidence in recommendations to motivate stakeholders to take action
Builds recommendations by synthesizing data from multiple sources, developing assumptions where needed, to drive business insights and strategy development
Delivers key insights with interpretation and recommendation, contributes to the development of hypotheses and actions, and presents them to management team
Partners with Marketing leaders to identify key customer segments and contributes to the execution of various campaigns and initiatives
Develop statistical models to aide in selection of prospects for direct mail campaigns
Develops new and better analytics approaches to solve questions in a creative way
The Ideal Candidate
3-5 years of experience in data analysis, preferably in Direct Marketing
Hands-on expertise with data mining and statistical modeling techniques such as clustering, classification, regression, tree-based methods, neural nets, support vector machines, anomaly detection, and natural language processing
Proven leadership within a data-driven organization with the ability to influence decisions
Strong knowledge of SQL and/or SAS
Experience with SAS, R, Python and other data modeling tools
Strong analytical and problem solving skills
Experience with Tableau (preferred) or similar BI tools
Experience with A/B testing setup and evaluation preferred
Outstanding communication skills with both technical and non-technical colleagues
Prefer candidates with experience in Finance, Mortgage, Banking",3.4,"National Funding
3.4","San Diego, CA",-1,201 to 500 Employees,1999,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
Data Science Ontologist,$100K - $161K (Glassdoor est.),"Data Science
Ontologist

Cognizant (NASDAQ: CTSH) is a leading provider of
information technology, consulting, and business process outsourcing services,
dedicated to helping the world's leading companies build stronger businesses.
Headquartered in Teaneck, New Jersey (U.S.). Cognizant is a member of the
NASDAQ-100, the S&P 500, the Forbes Global 1000, and the Fortune 500 and we
are among the top performing and fastest growing companies in the world.

Please note, this role is not able to offer visa
transfer or sponsorship now or in the future*

Location

Hopkins, MN– Work will be Remote to start and flexible
post COVID

Practice - AIA - Artificial Intelligence and Analytics

About
AI & Analytics: Artificial intelligence (AI) and the data it collects and
analyzes will soon sit at the core of all intelligent, human-centric
businesses. By decoding customer needs, preferences, and behaviors, our clients
can understand exactly what services, products, and experiences their consumers
need. Within AI & Analytics, we work to design the future—a future in which
trial-and-error business decisions have been replaced by informed choices and
data-supported strategies.

By
applying AI and data science, we help leading companies to prototype, refine,
validate, and scale their AI and analytics products and delivery models.
Cognizant’s AIA practice takes insights that are buried in data, and provides
businesses a clear way to transform how they source, interpret and consume
their information. Our clients need flexible data structures and a streamlined
data architecture that quickly turns data resources into informative,
meaningful intelligence.

Responsibilities:
Data Scientist capable of defining ontologies by using capable
tools, like NLP, etc.
Hands on with Data modeling, both relational and non-relational
(like Graph DB)
Hands on experience in RDF/RDFS/SHACL/OWL/SKOS/SPARQL

Qualifications:
Data Scientist capable of defining ontologies by using capable
tools, like NLP, etc.
Hands on with Data modeling, both relational and non-relational
(like Graph DB)
Hands on experience in RDF/RDFS/SHACL/OWL/SKOS/SPARQL

Cognizant
is an Equal Opportunity Employer M/F/D/V. Cognizant is committed to ensuring
that all current and prospective associates are afforded equal opportunities
and treatment and a work environment free of harassment.

Cognizant
is recognized as a Military Friendly Employer and is a coalition member of the
Veteran Jobs Mission. Our Cognizant Veterans Network assists Veterans in
building and growing a career at Cognizant that allows them to leverage the
leadership, loyalty, integrity, and commitment to excellence instilled in them
through participation in military service.

#IND123

#LI-JK1

#CB

Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Dec 24 2020

About Cognizant Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 194 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @USJobsCognizant.

Cognizant is recognized as a Military Friendly Employer and is a coalition member of the Veteran Jobs Mission. Our Cognizant Veterans Network assists Veterans in building and growing a career at Cognizant that allows them to leverage the leadership, loyalty, integrity, and commitment to excellence instilled in them through participation in military service.
Cognizant is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law.
If you have a disability that requires a reasonable accommodation to search for a job opening or submit an application, please email CareersNA2@cognizant.com with your request and contact information.",3.7,"Cognizant Technology Solutions
3.7","Hopkins, MN",-1,10000+ Employees,1994,Company - Public,-1,-1,$10+ billion (USD),-1
Business Intelligence Analyst,$100K - $161K (Glassdoor est.),"Business Intelligence Analyst

Job Details
Job Location
Oklahoma City, Oklahoma - Oklahoma City, OK
Position Type
Full Time
Education Level
4 Year Degree
Job Shift
Day
Job Category
Marketing
Description
APMEX is a billion-dollar ecommerce company that is the leader in Precious Metals. Our customers love our selection and service – our employees love our values and culture. Our APMEX team is large enough to get the job done better than anyone else in the industry, while being small enough to listen to, and care, about our employees. Without their dedication, APMEX would not continue to be named the #1 Specialty eRetailer by Internet Retailer Magazine! Come see why APMEX was ""Voted as one of the Best Places To Work in Oklahoma!"" Join the family today!

The Business Intelligence department sits at the crossroads of modern data analysis, IT, and e-commerce data application. We pride ourselves on working on the cutting edge of technology and innovation and need more likeminded team members to push the department forward. Day to day you’ll be wrapping your brain around some of the biggest business challenges out there and rubbing elbows with some of the sharpest minds in data.

At APMEX we want smart people that want to do innovative things. We’re looking for that rare individual with the right mix of genuine curiosity as well as the technical ability and business acumen to back it up. If this describes you, we have a great opportunity for you at APMEX turning raw data into powerful insights. You’ll work closely with a small, proven and highly capable cross-functional team with a relentless focus on improving company efficiency and sales performance. Learn along with us in our fast-paced environment and help our team be awesome!

5 Key Components of BI Department:
Knowledgeable in the tools and techniques needed to transform data into insight. This includes SQL, Excel, and BI software abilities.
Proactive in turning this information into new business strategies.
Insightful in providing historical, current, and predictive views of business key performance indicators.
Skilled in verbally and graphically communicating data findings.
Capable of empowering other departments in the company to leverage advanced technology and industry techniques.
To be successful one must possess the following:
Own routine reporting for the entire company
Create and monitor the KPIs that are most important to success
Perform ad-hoc analysis on business questions that matter most to the bottom line
Work cross functionally and manage a help desk of open tasks from the broader business
Research and analyze areas which will allow the company to gain a competitive advantage
Increase the efficiency of old business processes and aid in the development of new ones
Perform market research and analysis
Participate in management meetings related to intelligence reporting
Assist in implementing the recommendations of intelligence reporting and management
Develop an understanding of each department's role within the company; maintain an advanced knowledge of their needs to remain competitive
We look for all kinds of different people and skills for Business Intelligence Department. Most of all we want people that fit our culture and can add continuous value to our company.
Qualifications
Education: Bachelor’s degree in Business Management, Economics, Finance, Accounting, Analytics, Data Science, Math or a related field required. Master’s degree in MIS, CIS, Computer Science, Business Analytics or Data Science preferred

Experience:
2+ years of experience working with large data sets and turning them into insight.
Prior experience working in technology, ecommerce or digital marketing environment required.
General business or finance experience appreciated but not required.
Experience managing cross-functional projects.
Computer Skills:
Expert Tableau, Power BI, or other BI software solution
Strong SQL Server, Oracle, or MySQL skillset
Experience using JIRA, Trello, TFS, or other Agile Project Management software
Experience using GitHub, Bit Bucket, or other code repository solution
Statistic language skillset preferred (R, SAS, Python, etc.)
Previous experience working on a team of analyst preferred.",3.6,"APMEX
3.6","Oklahoma City, OK",-1,201 to 500 Employees,2000,Company - Private,Other Retail Stores,Retail,$1 to $2 billion (USD),-1
Big Query Database Developer / Administrator- Data Analyst,$100K - $161K (Glassdoor est.),"Must be able to work on site in Spring Valley, CA. We are not accepting applicants who will be relocating to San Diego. In person interview's are required.
Coastal Trading Overview
Join a team with over 12 years of Amazon Selling Experience. Coastal Trading is one of the top 100 sellers on Amazon and getting closer to the top everyday. We serve national clients and the data needs are challenging yet exciting. Our business model is client focused.
Job Summary
We are looking for a database developer to provide our clients and ourselves with the data necessary to grow. We currently retrieve data from Amazon via an ETL provider. This data needs to be organized and visualized. We are looking for someone with the below experience.
Big Query Experience, creating advanced queries and views, data warehousing
Bachelor’s degree in Computer Science or Computer Engineering required; master’s degree desired
Knowledge and experience with SQL
Knowledge of visual tools such as Data Studio, Tableau, Power BI
Strong knowledge of excel, data modeling, power queries.
Strong knowledge of Google Sheets.
Job Type: Full-time
Pay: $25.00 - $30.00 per hour
Schedule:
8 hour shift
Monday to Friday
Ability to Commute/Relocate:
Spring Valley, CA 91978 (Required)
Experience:
SQL: 3 years (Preferred)
Database Administration: 2 years (Preferred)
Big Query: 2 years (Preferred)
Work Location:
One location
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
Detail-oriented -- would rather focus on the details of work than the bigger picture
Innovative -- prefers working in unconventional ways or on tasks that require creativity
High stress tolerance -- thrives in a high-pressure environment
Work Remotely:
No",-1,Coastal Trading Ventures,"Spring Valley, CA",-1,-1,-1,-1,-1,-1,-1,-1
